,0,1,2,3,4,5,6,7,8
827,2,0.4,0.31,0.1,0.306,0.13,0.06,0.094,1
828,2,0.41,0.325,0.1,0.39399999999999996,0.20800000000000002,0.0655,0.106,1
829,2,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,1
830,0,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,1
831,2,0.425,0.325,0.1,0.39799999999999996,0.1185,0.0645,0.0945,1
832,2,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,2
833,2,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,1
834,2,0.445,0.325,0.1,0.37799999999999995,0.1795,0.1,0.08900000000000001,1
835,2,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,2
836,0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.16899999999999998,2
837,2,0.475,0.365,0.125,0.5465,0.22899999999999998,0.1185,0.172,2
838,1,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,2
839,2,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,2
840,0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,2
841,1,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,2
842,0,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,2
843,0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,2
844,0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,2
845,0,0.54,0.405,0.125,0.8909999999999999,0.4815,0.1915,0.20199999999999999,2
846,1,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,3
847,1,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,2
848,1,0.55,0.43,0.125,0.9229999999999999,0.4035,0.175,0.28300000000000003,2
849,0,0.55,0.45,0.15,1.0145,0.40700000000000003,0.2015,0.2875,2
850,1,0.55,0.45,0.15,0.875,0.36200000000000004,0.1755,0.2765,2
851,0,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,2
852,0,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,2
853,0,0.57,0.455,0.15,0.9520000000000001,0.3895,0.2155,0.2745,2
854,0,0.57,0.435,0.13,0.7535,0.349,0.1755,0.19399999999999998,2
855,1,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,2
856,0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,2
857,0,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,3
858,1,0.595,0.48,0.15,1.11,0.498,0.228,0.33,2
859,1,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32,2
860,1,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,1
861,1,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,3
862,0,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36,3
863,1,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,2
864,0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,3
865,1,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,2
866,0,0.605,0.455,0.16,1.1035,0.42100000000000004,0.3015,0.325,2
867,1,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292,3
868,1,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,2
869,0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,2
870,0,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,3
871,1,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,3
872,0,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,2
873,1,0.625,0.49,0.155,1.2085,0.465,0.162,0.41100000000000003,3
874,1,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,3
875,0,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,3
876,0,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,2
877,1,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,2
878,1,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,2
879,1,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,2
880,0,0.65,0.525,0.175,1.4715,0.675,0.315,0.39899999999999997,3
881,0,0.655,0.52,0.165,1.4095,0.586,0.29100000000000004,0.405,2
882,0,0.655,0.58,0.205,2.0805,0.9590000000000001,0.3415,0.601,4
883,0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.45299999999999996,3
884,0,0.66,0.52,0.19,1.558,0.755,0.298,0.4,2
885,1,0.67,0.585,0.16,1.3090000000000002,0.5445,0.2945,0.413,2
886,1,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,3
887,1,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,2
888,1,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,3
889,1,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,3
890,1,0.695,0.56,0.22,1.834,0.8455,0.42200000000000004,0.455,3
891,0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,4
892,2,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,1
893,2,0.24,0.175,0.055,0.0705,0.025,0.013999999999999999,0.021,1
894,2,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,1
895,2,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027000000000000003,1
896,2,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,1
897,2,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,1
898,2,0.28,0.12,0.075,0.11699999999999999,0.0455,0.028999999999999998,0.0345,1
899,2,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,1
900,2,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,1
901,2,0.3,0.23,0.095,0.1385,0.055999999999999994,0.0365,0.037000000000000005,1
902,2,0.305,0.22,0.07,0.141,0.062,0.031,0.037000000000000005,1
903,2,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,1
904,2,0.315,0.23,0.07,0.14400000000000002,0.053,0.0305,0.04,2
905,2,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,1
906,2,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,1
907,2,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,1
908,2,0.335,0.25,0.075,0.1825,0.0705,0.044000000000000004,0.055,1
909,2,0.335,0.25,0.075,0.18600000000000003,0.0945,0.038,0.0445,1
910,2,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,1
911,2,0.34,0.25,0.07,0.2225,0.10400000000000001,0.0425,0.055,1
912,2,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,1
913,2,0.37,0.29,0.095,0.249,0.1045,0.057999999999999996,0.067,1
914,2,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,1
915,2,0.375,0.28,0.09,0.215,0.084,0.06,0.055,1
916,2,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,1
917,2,0.41,0.31,0.09,0.33899999999999997,0.155,0.0695,0.09,1
918,2,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,1
919,2,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,1
920,2,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,1
921,2,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1,1
922,2,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,1
923,2,0.425,0.34,0.1,0.382,0.16399999999999998,0.096,0.1,1
924,2,0.425,0.315,0.1,0.377,0.1645,0.07200000000000001,0.105,1
925,2,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,1
926,2,0.43,0.325,0.09,0.425,0.217,0.087,0.095,1
927,2,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,2
928,2,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,1
929,2,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,1
930,2,0.44,0.325,0.09,0.35,0.14800000000000002,0.067,0.105,1
931,1,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,1
932,2,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,1
933,2,0.45,0.36,0.13,0.478,0.191,0.127,0.13699999999999998,1
934,2,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335,2
935,2,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,1
936,2,0.45,0.335,0.105,0.447,0.2335,0.153,0.11900000000000001,1
937,2,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,1
938,2,0.455,0.375,0.12,0.49700000000000005,0.2355,0.1055,0.1295,1
939,2,0.46,0.36,0.1,0.4635,0.2325,0.09300000000000001,0.115,1
940,2,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,1
941,2,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,1
942,2,0.465,0.37,0.115,0.534,0.261,0.098,0.14300000000000002,1
943,2,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,1
944,1,0.465,0.35,0.125,0.48200000000000004,0.23,0.106,0.1095,1
945,0,0.47,0.365,0.12,0.612,0.327,0.15,0.14,2
946,1,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146,2
947,0,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,2
948,1,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,1
949,0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,1
950,0,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,1
951,0,0.48,0.36,0.1,0.439,0.19399999999999998,0.099,0.115,2
952,0,0.48,0.365,0.12,0.6015,0.312,0.11699999999999999,0.14,1
953,1,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,1
954,0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,2
955,0,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,2
956,0,0.495,0.4,0.135,0.61,0.272,0.1435,0.14400000000000002,1
957,0,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,1
958,2,0.5,0.385,0.12,0.56,0.2835,0.10300000000000001,0.135,2
959,0,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,1
960,0,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,1
961,1,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,2
962,2,0.505,0.39,0.15,0.685,0.36200000000000004,0.131,0.156,2
963,0,0.505,0.41,0.125,0.642,0.289,0.133,0.155,2
964,2,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,2
965,0,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,2
966,2,0.51,0.375,0.1,0.5785,0.23800000000000002,0.1225,0.175,1
967,2,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,1
968,0,0.51,0.405,0.15,0.7035,0.34700000000000003,0.134,0.1885,2
969,0,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,2
970,1,0.515,0.43,0.14,0.8340000000000001,0.36700000000000005,0.2,0.23,2
971,0,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,1
972,1,0.525,0.415,0.14,0.7240000000000001,0.3475,0.17300000000000001,0.175,2
973,0,0.525,0.4,0.14,0.7325,0.33399999999999996,0.1575,0.17,3
974,1,0.53,0.425,0.13,0.7585,0.325,0.19699999999999998,0.205,2
975,1,0.53,0.425,0.15,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999,2
976,0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000003,1
977,1,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,2
978,0,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,2
979,0,0.535,0.435,0.14,0.8740000000000001,0.3735,0.22899999999999998,0.2195,2
980,1,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218,2
981,1,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,2
982,1,0.56,0.455,0.16,0.9670000000000001,0.4525,0.207,0.27399999999999997,2
983,1,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,2
984,0,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,2
985,0,0.57,0.45,0.155,1.1935,0.513,0.21,0.34299999999999997,2
986,1,0.57,0.455,0.15,1.107,0.54,0.255,0.27,2
987,0,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,2
988,0,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,1
989,0,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,2
990,1,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,2
991,1,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,1
992,1,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,2
993,0,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,2
994,1,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,2
995,0,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,2
996,0,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,3
997,0,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,2
998,1,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,2
999,1,0.595,0.47,0.155,1.121,0.4515,0.17800000000000002,0.155,3
1000,1,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,3
1001,0,0.595,0.475,0.165,1.213,0.621,0.2435,0.27399999999999997,2
1002,1,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,2
1003,0,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,2
1004,1,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,2
1005,0,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,2
1006,0,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,3
1007,0,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,3
1008,0,0.61,0.475,0.155,1.168,0.5539999999999999,0.239,0.3295,2
1009,1,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,2
1010,1,0.62,0.51,0.18,1.3315,0.594,0.276,0.38799999999999996,3
1011,1,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,2
1012,0,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,2
1013,1,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,2
1014,1,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,2
1015,1,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,2
1016,0,0.63,0.485,0.155,1.278,0.637,0.275,0.31,2
1017,1,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,3
1018,0,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,2
1019,0,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,3
1020,0,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,2
1021,0,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,2
1022,1,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,3
1023,1,0.64,0.5,0.175,1.3940000000000001,0.4935,0.29100000000000004,0.4,2
1024,1,0.645,0.5,0.155,1.2205,0.6145,0.23600000000000002,0.3185,2
1025,0,0.645,0.52,0.175,1.636,0.779,0.342,0.43200000000000005,3
1026,0,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,2
1027,1,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,2
1028,0,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,3
1029,1,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,2
1030,1,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,2
1031,0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,2
1032,0,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,3
1033,0,0.65,0.525,0.185,1.6219999999999999,0.6645,0.3225,0.47700000000000004,2
1034,1,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,2
1035,1,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.40299999999999997,2
1036,1,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,3
1037,0,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,2
1038,0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,2
1039,1,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,1
1040,0,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,3
1041,1,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435,2
1042,1,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999,3
1043,0,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,3
1044,0,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,2
1045,0,0.69,0.505,0.2,1.8719999999999999,0.893,0.4015,0.48,2
1046,1,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,2
1047,1,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,3
1048,0,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,3
1049,0,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,2
1050,1,0.715,0.525,0.185,1.56,0.6655,0.38299999999999995,0.405,3
1051,1,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,3
1052,0,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,3
1053,2,0.185,0.13,0.045,0.028999999999999998,0.012,0.0075,0.0095,1
1054,2,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011000000000000001,1
1055,2,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,1
1056,2,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,1
1057,2,0.225,0.165,0.055,0.059000000000000004,0.027000000000000003,0.0125,0.015,1
1058,2,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.0215,1
1059,2,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,1
1060,2,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,1
1061,2,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,1
1062,2,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,1
1063,2,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,1
1064,2,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,1
1065,2,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,1
1066,2,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,1
1067,2,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,1
1068,2,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,1
1069,2,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,1
1070,2,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,1
1071,2,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,1
1072,2,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,1
1073,2,0.405,0.3,0.11,0.32,0.172,0.044000000000000004,0.09300000000000001,1
1074,2,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,1
1075,2,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106,1
1076,2,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,1
1077,2,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,1
1078,2,0.42,0.31,0.095,0.27899999999999997,0.1255,0.051,0.08800000000000001,1
1079,2,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,1
1080,0,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,1
1081,2,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,1
1082,2,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,1
1083,2,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,1
1084,2,0.445,0.345,0.105,0.409,0.1675,0.1015,0.11699999999999999,1
1085,2,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,1
1086,2,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109,2
1087,2,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,2
1088,2,0.45,0.34,0.12,0.4925,0.24100000000000002,0.1075,0.12,1
1089,2,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,1
1090,2,0.45,0.33,0.1,0.41100000000000003,0.1945,0.1,0.098,1
1091,2,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,1
1092,2,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,1
1093,0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,1
1094,2,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.142,1
1095,2,0.475,0.35,0.11,0.4565,0.20600000000000002,0.099,0.13,1
1096,2,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,1
1097,2,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,2
1098,0,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,1
1099,2,0.5,0.375,0.14,0.5495,0.248,0.11199999999999999,0.1585,1
1100,2,0.5,0.375,0.12,0.542,0.215,0.11599999999999999,0.17,2
1101,2,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,2
1102,0,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,1
1103,1,0.505,0.39,0.125,0.5445,0.24600000000000002,0.15,0.1405,1
1104,2,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,2
1105,1,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,1
1106,2,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,2
1107,2,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,2
1108,2,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,2
1109,0,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,2
1110,2,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,2
1111,2,0.52,0.38,0.125,0.5545,0.28800000000000003,0.1295,0.16699999999999998,2
1112,1,0.52,0.46,0.15,1.0190000000000001,0.523,0.1985,0.254,1
1113,2,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,2
1114,2,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,2
1115,0,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,2
1116,2,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,2
1117,2,0.53,0.4,0.125,0.617,0.27899999999999997,0.127,0.19,2
1118,2,0.535,0.39,0.125,0.599,0.2595,0.149,0.16899999999999998,2
1119,2,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,2
1120,0,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,1
1121,0,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19,2
1122,0,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,2
1123,1,0.55,0.415,0.135,0.8145,0.42700000000000005,0.1855,0.175,2
1124,1,0.55,0.43,0.15,0.84,0.395,0.195,0.223,2
1125,0,0.55,0.425,0.15,0.8315,0.41100000000000003,0.1765,0.2165,2
1126,0,0.56,0.43,0.145,0.8995,0.46399999999999997,0.1775,0.23399999999999999,2
1127,0,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,2
1128,1,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,2
1129,0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,2
1130,0,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,2
1131,0,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002,2
1132,1,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,2
1133,0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,2
1134,1,0.57,0.445,0.145,0.8775,0.41200000000000003,0.217,0.22,2
1135,2,0.57,0.44,0.15,0.755,0.3425,0.16,0.22399999999999998,2
1136,1,0.575,0.46,0.145,0.9945,0.466,0.22899999999999998,0.265,1
1137,1,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,2
1138,0,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,2
1139,1,0.575,0.47,0.165,0.8690000000000001,0.435,0.19699999999999998,0.23800000000000002,2
1140,0,0.575,0.455,0.135,0.907,0.4245,0.19699999999999998,0.26,2
1141,2,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,2
1142,0,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,2
1143,0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,2
1144,0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,2
1145,0,0.58,0.455,0.195,1.859,0.945,0.426,0.441,2
1146,0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,2
1147,0,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,2
1148,0,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,2
1149,1,0.58,0.45,0.155,0.93,0.385,0.24600000000000002,0.265,2
1150,0,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,2
1151,0,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,1
1152,0,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24,2
1153,1,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,2
1154,0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,2
1155,1,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,2
1156,0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,2
1157,1,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,2
1158,0,0.605,0.475,0.14,1.1175,0.555,0.257,0.27399999999999997,2
1159,0,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,2
1160,1,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004,2
1161,0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,2
1162,0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,2
1163,0,0.61,0.47,0.165,1.052,0.498,0.242,0.267,2
1164,0,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,2
1165,1,0.615,0.465,0.15,0.9229999999999999,0.4615,0.1825,0.2415,2
1166,1,0.615,0.475,0.155,1.0270000000000001,0.447,0.25,0.285,2
1167,0,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,2
1168,0,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,2
1169,1,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,2
1170,1,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,2
1171,0,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003,2
1172,0,0.63,0.47,0.155,1.1325,0.589,0.21100000000000002,0.287,2
1173,0,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,2
1174,1,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,2
1175,0,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,2
1176,0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,2
1177,1,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,2
1178,1,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,2
1179,0,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,3
1180,0,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,3
1181,1,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,2
1182,1,0.66,0.53,0.185,1.3459999999999999,0.546,0.2705,0.47600000000000003,3
1183,0,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,2
1184,2,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,2
1185,1,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,2
1186,1,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,3
1187,0,0.685,0.52,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,2
